Product Name,Price,Seller,Shipping,Rating
Sabritas Mexican chips Habanero 5 BAGS (45 G),$12.63,mexicansstuff,+$17.96 shipping,97.1% positive (964)
"Healthy Gourmet Snack Box: Curated Vegan, Gluten-Free, Nut-Free Selections",$32.99 to $39.97,elevate_snack_box,+$27.55 shipping,100% positive (304)
Potato Chips Lays (Various Flavors)  -  120g (4.23 oz),$13.00,sm_art_glass,Free International Shipping,95.1% positive (1.3K)
Spicy Prince spicy snacks nostalgic gluten whole box of spicy flavor 麻辣王子辣条550g,$29.99,chendaq47,Free International Shipping & returns,97.5% positive (649)
"CHOI's 1(Daechun) Korean Kimchi Seaweed Snacks - (36 Pack) - Keto, Gluten Free",$19.66,wanahong_oriental_store,+$57.82 shipping estimate,99.5% positive (25.9K)
"CHOI's 1(Daechun) Korean BBQ Seaweed Snacks - (36 Pack) - Keto, Gluten Free",$19.66,wanahong_oriental_store,+$57.82 shipping estimate,99.5% positive (25.9K)
"Takis Fuego, Blue Heat & Intense Nacho Hero Pack | 10, 20, 30, 46 Bags | 28.4g",$23.59 to $60.31,5starltd,+$49.03 shipping estimate,99.5% positive (65.5K)
Calbee Mino Green soybeans Salt taste snack 28g from Japan,$3.50,danke2233,+$5.00 shipping,100% positive (2.2K)
Meiji Carl Cheese flavor corn snack 64g from Japan japanese snack,$7.00,danke2233,+$5.00 shipping,100% positive (2.2K)
Small Ready to Eat Crab Snacks Crispy Sweet Spicy Sea Crab 55g/Bag,$6.74 to $28.51,b2c.cn,Free International Shipping,96.4% positive (276)
Integrated Freeze Dried Fruit Crisps 250-500g Vegetable Crisps Mixed Snacks,$16.44 to $49.53,b2c.es.b2c,+$2.94 shipping,97.2% positive (119)
Lay's Potato Chips with Crab flavor 120 g. Best price and fast shipping,$14.95,ukrainian_finds,Free International Shipping,100% positive (16)
Rice cracker with black bean Soy sauce flavor Senbei 10pcs Sanko from Japan,$6.50,danke2233,+$5.00 shipping,100% positive (2.2K)
1Kg Uncle Albert's Traditional Pork Scratchings  Seasoned- £16.45 inc P & P,$21.57,brmorr-1151,+$62.58 shipping estimate,99.2% positive (1.4K)
Umaibo 10 Flavor Assort Stick Set Corn Puff Snack Dagashi Made in Japan Original,$9.95,hackintokyo,+$9.00 shipping,100% positive (261)
RANDOM Munchies Boxxx 65+ct tasty Snacks Care Package/Snack box,$35.99,clcgc19,+$72.93 shipping,94.7% positive (118)
"Japanese snack Wasabeef wasabi and beef flavor potato chips,50g,2 bags",$6.80,maymin.japan.kyoto,+$3.50 shipping,99.7% positive (2.9K)
Calbee Jagabee Happy Butter taste potato snack 75g from Japan,$5.50,danke2233,+$5.00 shipping,100% positive (2.2K)
Gift Box - Snack Variety Pack 20ct,$19.96,icemansthunderllc,+$27.17 shipping,97.8% positive (223)
Chex Mix Traditional Savory Snack Mix (42 pk.)   FREE SHIPPING,$13.56,icemansthunderllc,+$77.05 shipping,97.8% positive (223)
250g Dried Shrimp Instant Snack Roasted Shrimp Spicy Shrimp Crunchy and Crispy,$21.62,bloomforever08,+$2.00 shipping,98.7% positive (3.2K)
55g/bag Small Crab Snacks Ready-to-eat Crispy Sweet and Spicy Sea Crabs,$7.64 to $29.41,usa.outlets,+$1.46 shipping,94.8% positive (256)
Cute & Spicy Crispy Dried Baby Crabs Spicy Seafood Snacks,$13.01 to $36.92,b2c.cn,Free International Shipping,96.4% positive (276)
Haldirams All Savoury Collection Snack Namkeen Crispy Crunchy 200g (Pack of 10),$32.72 to $39.27,thefoodsupply,+$62.96 shipping estimate,99.4% positive (2.2K)
"Crispy fried chicken skin snack , original flavor, 30 grams K",$11.80 to $65.57,mooninja555,+$3.93 shipping,98.3% positive (260)
29 x 25g Welch's Mixed Fruit Snacks Pouches Made With Real Fruit Gluten Free  A,$15.72,belaeuk2014,+$57.67 shipping estimate,98.8% positive (11.3K)
Kameda Rice cracker Japanese plum flavor 16 pcs from Japan,$6.00,danke2233,+$5.00 shipping,100% positive (2.2K)
"Box of S.O.S. Earth & Co Fruit Snack - Vegan 20 x 20g - 4 Flavours, OUT OF DATE",$12.68,starmys,+$57.57 shipping estimate,100% positive (1K)
Banana Chips 1kg Sweet Dried Fruit crunchy Healthy Snacks UK,$14.41,willesdens,+$80.70 shipping estimate,99.8% positive (17K)
CALBEE Potato Chips Crispy & Savoury Japanese Snacks (Different Flavors/Bundles),$9.44,starrymartuk,+$48.18 shipping estimate,99.8% positive (9.8K)
18g*20 Packs Xiaohuatou Latiao Chinese Food Spicy Snacks,$14.00,fr.shoppingmall,Free International Shipping,97.2% positive (1.9K)
250g Jinzai Quail Egg Snacks Mixed Flavor Chinese Snack 劲仔小蛋圆圆爆汁鹌鹑蛋 #,$17.99,jurisbyf,+$2.99 shipping,99.1% positive (489)
Black Raisins,$7.66 to $19.16,pakwatan_dryfruits,+$19.66 shipping,94.4% positive (43)
"Walkers Snacks Box (Pack of 60) 24x Quavers, 24x Baked Wotsits, 12x Mega Monster",$22.04,wildflower_trading_ltd,+$62.59 shipping estimate,99.6% positive (33.7K)
Takis Fuego 3.25oz (92.3g) case of 20,$26.21,groceriesrus,+$48.76 shipping estimate,99.6% positive (30.9K)
Glico Pretz Roast Salt and Butter flavor stick 57g pocky from Japan,$3.00,danke2233,+$5.00 shipping,100% positive (2.2K)
Pop Tarts Toasted Pastries American Frosted 12Pc Box - Various flavours,$17.03,tradefayreeu,+$53.08 shipping estimate,99.1% positive (9.3K)
"手剥笋Hand Peeled Bamboo Shoots (230g/Bag) Pickled Bamboo Shoots, Pickled Veget 1PC",$16.99 to $32.99,appreciatezhu,Free International Shipping,98.1% positive (876)
Koikeya Potato Chips Garlic flavor 55g from Japan,$5.50,danke2233,+$5.00 shipping,100% positive (2.2K)
NO BRAND Korean Purple Sweet Potato Chip Crisp Snack 160g,$9.84,starrymartuk,+$57.48 shipping estimate,99.8% positive (9.8K)
500g / 1KG / 5KG Big Bag Traditional Pork CRACKLING In 15 Flavours,$15.72 to $85.89,theposhpiguk,+$60.10 shipping estimate,99.4% positive (2.3K)
Calbee Jagarico Cheese taste snack 58g from Japan japanese snack jagariko,$4.50,danke2233,+$5.00 shipping,100% positive (2.2K)
2 Bags Of Original Buc-ee's Beaver Nuggets Sweet Corn Puffed Snacks Texas (13oz),$20.00,makeofferking,+$15.00 shipping,96% positive (47)
Chana with shell- Roasted Chickpeas shelled,$5.23 to $15.72,pakwatan_dryfruits,+$19.66 shipping,94.4% positive (43)
Eti Wafe Up Wafer | Tasty Snacks | 40g X 8pcs | Mix Flavors,$25.00,zaalet_0,Free International Shipping,95.2% positive (19)
2x ONE CHIP CHALLENGE 🔥 WORLDS HOTTEST CHILLI CHIP 🔥🔥🔥SUPER FAST DELIVERY,$7.80,gingerstarstar,+$48.13 shipping estimate,100% positive (709)
94 Luna Bars Lemonzest Chocolate Peppermint Stick Variety Lot Bulk Assorted Mix,$25.00,vinnie1218,+$39.87 shipping,100% positive (2.1K)
Cheetos Flamin Hot Crunchy American Crisps Snacks 226.3 G (8oz)  X 3 Large Packs,$22.28,cosmic_sell,+$48.62 shipping estimate,98.8% positive (11.7K)
Calbee Kappa Ebisen shrimp snack 85g from Japan japanese snack,$4.90,sakura_japanfoods_emporium,+$6.50 shipping,100% positive (132)
Golden Wonder Crisps Fully Flavoured Mixed Variety Box 25g Bags 32 Pack,$16.90,thewelshpantryshop,+$48.43 shipping estimate,99.7% positive (1K)
"MEXICAN SABRITAS, BARCEL, MAKE YOUR OWN BOX 1 OR MORE BAGS ALWAYS FRESH",$2.99 to $10.20,mexicansstuff,+$17.96 shipping,97.1% positive (964)
"Cheetos Xtra Flamin' Hot Sabritas Mexican, 5 Bags (45g... by SnacksMexico",$11.70,mexicansstuff,+$17.96 shipping,97.1% positive (964)
Care Package 45 Count Snack Sampler Gift Basket,$24.99,thenewmall,+$50.46 shipping,98.2% positive (17.9K)
2x Doritos “Very Spicy” corn snacks 55gr.,$10.00,konikov2010,Free International Shipping,100% positive (320)
Calbee Takoyaki corn snack 55g from Japan japanese snack,$5.00,danke2233,+$5.00 shipping,100% positive (2.2K)
"Welch's Mixed Fruit Snacks, Made With Real Fruit, Gluten Free 80 x 25g Pouches",$37.02,wildflower_trading_ltd,+$67.89 shipping estimate,99.6% positive (33.7K)
2x Kefli grill flavored snacks,$10.00,konikov2010,Free International Shipping,100% positive (320)
Want Want  Senbei  | Crispy Sweet / Savoury Rice Cracker Snacks | x 6 packs,$22.28 to $24.90,wanahong_oriental_store,+$23.60 shipping,99.5% positive (25.9K)
Habanero potato snack Hot and Spicy flavor 56g Tohato Japan,$5.50,danke2233,+$5.00 shipping,100% positive (2.2K)
Spicy Strip Spicy Snack Chinese Snacks Are Delicious 125g*4bag 中国辣条香辣丝大辣棒大刀肉大辣片,$26.45,appreciatezhu,Free International Shipping,98.1% positive (876)
Chilli Challenge Sweets & Chocolate Spicy Lime Mango Jelly Beans Chilli Gummies,$13.10,2014uklucif,+$22.23 shipping,98.8% positive (7.7K)
辣Extra Spicy Devil Pepper Spicy Stick Hotstrips Latiao Chinese Snack Spicy Foods,$19.95 to $46.99,huanglimin2,Free International Shipping,98.7% positive (349)
30g*6bags 炸鸡皮 Crispy Crunchy Chicken Skin Deep Fry Instant Party Delicious Snack,$18.65,chendaq47,Free International Shipping & returns,97.5% positive (649)
"Traditional Pub Snacks Pub Card Including Pork Scratching, Bacon & Scampi Fries",$15.72,massdav,+$53.03 shipping estimate,99.3% positive (12.7K)
Rich Rice cracker white Zarame sugar Senbei 105g Kameda from Japan,$7.00,danke2233,+$5.00 shipping,100% positive (2.2K)
500g Bibizan Mixed Flavors Dried Mushroom Tofu Snacks ！香菇豆干混合口味豆腐干中国零食,$24.12,liteao,Free International Shipping & returns,100% positive (309)
"22 PACKS! FruitBlox Aphmau Mixed Fruit Snacks, FREE EXPEDITED SHIPPING!",$19.99,parkers_inc,+$27.17 shipping,97.9% positive (822)
Lay’s Oregano Chips Greek *IF YOU BUY 4 YOU WILL RECEIVE 8* LONG EXPIRY +GIFT,$10.00,avramgr2014,Free International Shipping,99.1% positive (641)
Healthy Nut Free Snacks Chips Candy 45 Count Variety Sampler Snack Care Package,$44.99,chatteringparrots,+$51.05 shipping,98.5% positive (10.4K)
Vanguard Bombay Mix,$6.54 to $22.28,familyoutlet2015,+$52.77 shipping estimate,99.1% positive (1.7K)
"Wholeberry Dried Passion Fruit Snacks,Hand-Selected 100% nature,No Preservatives",$15.99 to $46.99,fenya-4,+$26.61 shipping,99.2% positive (1.3K)
Don-Don-Yaki Soy sauce Rice cracker Senbei 12g x 10 set  from Japan Snack Foods,$10.86,sakura_japanfoods_emporium,+$6.50 shipping,100% positive (132)
2x30g Crispy Chicken Fried Skin Pepper Spicy Snack Papaya Salad Beer Ramen Halal,$13.59,megaquality6,+$0.49 shipping,97.2% positive (13.7K)
New Cheez-It Double Cheese Thin & Crispy Baked Snacks 65g × 16 Bags,$26.21,greatnews2007,+$51.37 shipping estimate,99.8% positive (122.2K)
Lux Potato Chips with Crab Flavor 133g,$15.00,sm_art_glass,Free International Shipping,95.1% positive (1.3K)
Umai bar snack Spicy cod roe flavor x 10 set Yaokin from Japan,$9.50,danke2233,+$5.00 shipping,100% positive (2.2K)
Popping Hawthorn Sandwich Hawthorn Balls Candied Leisure Snacks 奥赛爆浆山楂独立包装 105g,$10.99,chendaq47,Free International Shipping & returns,97.5% positive (649)
Chinese Latiao Snack Gift A Variety of Spicy Strips Spicy Big Gluten Snacks 218g,$14.99,ushuangzhemaoyi,+$4.99 shipping,100% positive (758)
Fun Size Assorted Chocolate Bulk Mix Variety Pack - 2 Lb /3 Lb /4 Lb /5 Lb /6 Lb,$20.99 to $49.99,ibexpc,+$69.10 shipping,99.1% positive (2K)
Taokaenoi Japanese Crispy Seaweed Snacks - Spicy Flavour 32g 小老板 辣香味脆紫菜 HALAL,$10.48,starrymartuk,+$57.50 shipping estimate,99.8% positive (9.8K)
Walkers Meaty Variety Multipack Crisps 20 X 25G,$13.05,copesfarm,+$48.30 shipping estimate,99.3% positive (4.2K)
Premium Quality Banana Chips Dried A Grade pakwatandriedfruits UK,$6.54 to $14.42,pakwatan_dryfruits,+$19.66 shipping,94.4% positive (43)
89 Milano Cookies Bars Nature Valley Fiber One Belvita Protein Peanut Brownie,$18.50,vinnie1218,+$110.00 shipping,100% positive (2.1K)
Bombay Mix 1kg MEDIUM SPICY Crunchy Savoury Indian Snacks hot chilli 500g 2KG uk,$19.01 to $170.46,willesdens,+$63.01 shipping estimate,99.8% positive (17K)
"Crispy fried chicken skin snack , MALA Flavor, 30 grams",$14.00 to $65.00,genuine-asian-item-shop,Free International Shipping,100% positive (911)
100g Banana Chips Snack Natural Dried Fruits No Color Added Sud Thang Gluy,$17.00 to $110.00,genuine-asian-item-shop,Free International Shipping,100% positive (911)
"Trader Joe’s Sour Cream & Onion Flavored Rings, Lentil & Rice Snacks, Gluten ...",$26.24,cluburban,Free International Shipping,99.5% positive (91.2K)
180g Fried Chili Snack Roasted Chinese Chilies Roasted Sesame Flavor K,$14.42 to $131.14,mooninja555,+$3.93 shipping,98.3% positive (260)
4x CHIP CHALLENGE .... WORLDS HOTTEST CHILLI CHIP 🔥🔥🔥,$15.74,redhotreaper,+$17.03 shipping,96.8% positive (1K)
Lava Lava Chips A4 3pcs,$13.00,rol_sovk,+$9.00 shipping,100% positive (1.1K)
Kaki no tane Hot Spicy Rice cracker and Peanut 60g from Japan Natori,$4.50,danke2233,+$5.00 shipping,100% positive (2.2K)
"Takis Fuego Hot Chill & Lime Crunchy American Crisp | 10, 20,30, 46 Bags | 28.4g",$23.59 to $60.31,5starltd,+$49.94 shipping estimate,99.5% positive (65.5K)
Favorite USA Snacks Cakes Cookies Pastry 20 Count Snack Care Package Gift Box,$36.99,chatteringparrots,+$27.67 shipping,98.5% positive (10.4K)
Halloween Gift Box Snack Care Package 60 Count Variety Pack Candy Snack Box,$38.99,chatteringparrots,+$27.73 shipping,98.5% positive (10.4K)
Broccoli Chips - Mixed Flavours (SHARING BAGS x12) - Healthy Snacks by Growers,$35.41,jasmine1963,+$49.07 shipping estimate,99.3% positive (597)
Korea 🇰🇷 - Pringles Seriously Rich Cheesy Garlic,$5.16,inoutsnackz,+$22.10 shipping,100% positive (4)
Little Debbie Snack Cakes 48 Piece Variety Pack.  Always Fresh!,$19.99,twdistr0,+$82.78 shipping,98.9% positive (357)
Trader Joe's Baked Cheese Crunchies Cheese Flavored Corn Snacks 7oz,$9.99,karen_mccall,+$36.55 shipping,99.2% positive (3.2K)
40g   (SRIWANNA GOLD Signature Coconut Chips 40 g. Bag ),$4.75,peekaboofindings,+$9.99 shipping,99.4% positive (888)
Takis fuego Chilli & Lime American flavour Snack -24 Bags x56g BB 20/12/2024,$32.72,menzies_wholesale,+$54.16 shipping estimate,98.9% positive (1.9K)
500g Jinzai Quail Egg Snacks Mixed Flavor Chinese Snack 劲仔小蛋圆圆爆汁鹌鹑蛋,$26.99,chendaq47,Free International Shipping & returns,97.5% positive (649)
112 Nature Valley Granola Bars Brownie Skippy Smores Fiber One Creamy Wafer Mix,$18.50,vinnie1218,+$99.77 shipping,100% positive (2.1K)
"Chinese Latiao Snack Spicy Strips, Spicy Large Gluten Snacks 360g",$19.02 to $55.37,b2c.gb,Free International Shipping,94.8% positive (312)
"Snack Cakes, Little Debbie Family Pack PUMPKIN DELIGHTS ®",$9.95,midwestexclusives,+$26.43 shipping,99.9% positive (2.5K)
Koikeya Strong Pizza Potato chips snack 52g from Japan Japanese Foods,$5.86,sakura_japanfoods_emporium,+$6.50 shipping,100% positive (132)
ORION Turtle Chips Choco Churros Korean 4 Layers Chocolate Snacks 160g,$11.79,starrymartuk,+$48.26 shipping estimate,99.8% positive (9.8K)
Pringles Hot And Spicy Grilled Squid THAI Flavored Potato Chips Snack 107g,$22.42,megaquality_es2,+$0.89 shipping,89.1% positive (1.5K)
Golden Wonder Crisps Meaty Fully Flavoured Box 25g Bags 32 Pack,$16.90,thewelshpantryshop,+$48.43 shipping estimate,99.7% positive (1K)
"Munchy Seeds Multipack 3 125g Packs Super Berry, Honey Roasted, Totally Tropical",$17.03,yoghurtmaker,+$57.73 shipping estimate,99.5% positive (3.2K)
Golden Wonder Saucers Barbecue Flavour Snacks 18 X 40g,$20.97,iwonderwhatsnext,+$48.57 shipping estimate,99.5% positive (34.4K)
🌶️🌶️ 4x CHIP CHALLENGE - WORLDS HOTTEST GIFT  🔥🔥🌶️🌶️ - Red Hot Reaper,$15.61,redhotreaper,+$17.03 shipping,96.8% positive (1K)
1 Tube Of Pringles Ketchup 165g Limited Edition. Free P&P. Discontinued,$15.33,hon-l79,+$48.38 shipping estimate,99.2% positive (3.4K)
WL LATIAO MINI (GLUTEN STRIPS)-HOT FLAV 60g/pack卫龙小面筋,$4.59,thedriedfoodscompany,+$52.65 shipping estimate,100% positive (36)
2x Bamba strawberry flavored snacks,$10.00,konikov2010,Free International Shipping,100% positive (320)
Ruffles  KFC Potato Chips *IF YOU BUY 2 YOU WILL RECEIVE 4 * *NEW LIMITED,$10.00,dessi-eshop,+$9.00 shipping,99.7% positive (9.5K)
"New ListingTrader Joe's MOCHA LATTE PRETZELS ~ Choose 1, 2, 3, or 4 Bags ~ FREE SHIP",$12.95 to $32.95,tjs_to_your_door,+$50.10 shipping,100% positive (2.2K)
Wei Long Konjac Strips - Hot & Spicy Flavor Latiao Savoury Snack (18g x 20) 360g,$13.10,starrymartuk,+$57.58 shipping estimate,99.8% positive (9.8K)
Top-Op Far Far Tubes Coloured 250 g Uncooked Snack Bake Baking Fry Frying,$6.94,onellainternational,+$52.73 shipping estimate,98.2% positive (6.8K)
Potato Chips with Oregano 45 g from Greece,$3.00,productsfromcyprus,+$7.00 shipping,100% positive (7)
Exotic Snacks SunChips Sun Chips Garlic Baguette Flavored (Imported from Korea),$6.99,bigdeborahsnacksandgifts,+$17.80 shipping,100% positive (37)
"Latiao Chinese Snack Gift A Variety Of Spicy, Spicy Bands 360g",$19.49 to $55.14,fr.shoppingmall,Free International Shipping,97.2% positive (1.9K)
Hand Peeled Bamboo Sprouts Delicious Fresh Bamboo Sprouts,$22.34,b2c.cn,Free International Shipping,96.4% positive (276)
Japanese Mini Crab With Fish Egg Snack Okabe Tamago Kani 40g (1.4oz),$13.95,jenni926,+$26.55 shipping,99.5% positive (2.4K)
"Trader Joe's PASSION FRUIT ROUNDS Fruit Snacks- Choose 1, 2, 4, 6 or 8 Bags!",$11.95 to $44.95,tjs_to_your_door,+$26.93 shipping,100% positive (2.2K)
Gluten Free Snacks  - Chicken Crisps  - 85% Protein -  Keto Diet- 6 Bags,$17.03,protermars,+$53.23 shipping estimate,100% positive (175)
6 x TAOTONG Shredded Seasoned Cuttlefish Seafood Snack Delicious Pantry 11.5g,$20.16,megaquality_es2,+$0.89 shipping,89.1% positive (1.5K)
Nigerian Gala Snacks 5 Pieces,$35.00,muiizhicofoodempire_21,+$37.61 shipping,84.6% positive (18)
CHEETOS CHIPS - 145-165G - BIG CHOICE - CORN CRUNCHY CRISPS SNACKS FREE SHIPPING,$12.55 to $33.23,zzgredzik,Free International Shipping,96.3% positive (1.7K)
Paan Masala Dried Snack 125g Preserved Fruit Salty Health Snack Vegan Savoury,$7.20,naturefoodsuk,+$57.38 shipping estimate,100% positive (876)
"Crispy fried chicken skin snack , Ghost Pepper flavor, 30 grams K",$11.80 to $65.57,mooninja555,+$3.93 shipping,98.3% positive (260)
Dried Banana Chips 1kg 2kg 100g 500g 5kg 8kg 10kg BULK chip Sweet Fruit Snack UK,$14.36 to $98.33,willesdens,+$82.46 shipping estimate,99.8% positive (17K)
3PCS Ukrainian MIVINA Snacks Instant Noodle Soup Chicken Vermicelli Not Spicy,$17.99,lozaly,+$5.99 shipping,99.1% positive (479)
5 Pieces Chocolate Mooncakes Chinese Specialty 250g 巧克力流心月饼,$18.99,chendaq47,Free International Shipping & returns,97.5% positive (649)
"Savoury Pub Snacks Pub Card Including Cheeselets, Bacon & Scampi Fries",$14.41,massdav,+$52.99 shipping estimate,99.3% positive (12.7K)
Mamee Monster Noodle Snack (BBQ & Chicken Flavour) Crispy Snacks 250g HALAL,$10.48 to $16.39,starrymartuk,+$57.50 shipping estimate,99.8% positive (9.8K)
Burtons Daily Fish n Chips Snacks Biscuits on 'The AMaysing' 12 Pack Pub Card,$16.97,british-food-shop,+$53.08 shipping estimate,100% positive (27.3K)
3 x Good Snack Prazynski Bekonowy/Bacon Party Pack 120g (Pack of 3),$13.10,patsonlocal,+$48.30 shipping estimate,99.1% positive (7.6K)
Spicy Baby Crabs Seafood Snacks Dried Baby Crabs,$15.26 to $43.95,b2c.cn,Free International Shipping,96.4% positive (276)
PU-THAI SQUID FLAVOR CRISPY SNACK THAIFOOD,$11.00,beer88-thailand,Free International Shipping,100% positive (219)
Pub Original Bacon & BBQ Flavour Bites - Pub Card 8x40g,$17.03,massdav,+$48.44 shipping estimate,99.3% positive (12.7K)
DAECHUN Korean Crispy Seaweed Nori Laver Savoury Snacks  (4.5g x 3 Packs) 13.5g,$9.05,starrymartuk,+$57.45 shipping estimate,99.8% positive (9.8K)
